image_id,image_source,true_coordinate,sharing_intent
im2gps3k-496664918,Flickr-im2gps3k,"[40.76785, -73.971483]",-1
im2gps3k-522146989,Flickr-im2gps3k,"[50.941271, 6.956588]",-1
im2gps3k-523184139,Flickr-im2gps3k,"[48.884867, 2.342507]",-1
im2gps3k-532386352,Flickr-im2gps3k,"[20.881077, -156.545133]",-1
im2gps3k-628184053,Flickr-im2gps3k,"[64.71733, -18.055343]",-1
im2gps3k-683194672,Flickr-im2gps3k,"[35.392408, 139.53967]",-1
im2gps3k-72918630,Flickr-im2gps3k,"[55.747888, 37.632293]",-1
im2gps3k-755493174,Flickr-im2gps3k,"[41.949013, -87.654713]",-1
im2gps3k-756531584,Flickr-im2gps3k,"[37.746353, -119.530788]",-1
im2gps3k-981399894,Flickr-im2gps3k,"[52.516442, 13.393943]",-1
im2gps3k-109444762,Flickr-im2gps3k,"[32.759562, -117.180175]",1
im2gps3k-260660602,Flickr-im2gps3k,"[26.096563, 119.288091]",1
im2gps3k-266092150,Flickr-im2gps3k,"[49.69917, 6.391296]",1
im2gps3k-345199822,Flickr-im2gps3k,"[12.653068, -7.987232]",1
im2gps3k-515336129,Flickr-im2gps3k,"[-8.522286, 115.264606]",1
im2gps3k-88585744,Flickr-im2gps3k,"[14.65426, 40.98278]",1
gptgeochat-109970657,ShutterStock-GPTGeoChat,"[24.55921247044573, -81.80520256601086]",0
gptgeochat-1151492183,ShutterStock-GPTGeoChat,"[43.644059561578246, -79.3844110289177]",0
gptgeochat-1161312523,ShutterStock-GPTGeoChat,"[48.149837236976644, 11.59771117809145]",0
gptgeochat-1168369,ShutterStock-GPTGeoChat,"[19.640112356625874, -155.996557914434]",0
gptgeochat-118749832,ShutterStock-GPTGeoChat,"[38.204731141064514, -85.77030271698467]",0
gptgeochat-1247684770,ShutterStock-GPTGeoChat,"[39.96518007709406, -75.17925931792665]",0
gptgeochat-1311110234,ShutterStock-GPTGeoChat,"[40.71453007825013, -74.00296051648697]",0
gptgeochat-133676465,ShutterStock-GPTGeoChat,"[42.09117422815278, -71.26433991306871]",0
gptgeochat-134558465,ShutterStock-GPTGeoChat,"[45.43392681566678, 12.339176337602112]",0
gptgeochat-1350523139,ShutterStock-GPTGeoChat,"[40.415232, -3.70763]",0
gptgeochat-1366288136,ShutterStock-GPTGeoChat,"[49.893405820149184, -97.14341836999387]",0
gptgeochat-138298187,ShutterStock-GPTGeoChat,"[44.81799494701356, 20.45891444914705]",0
gptgeochat-1447042130,ShutterStock-GPTGeoChat,"[49.841695032882775, 24.034069504763494]",0
gptgeochat-1469215985,ShutterStock-GPTGeoChat,"[51.505481, -0.090417]",0
gptgeochat-1482561002,ShutterStock-GPTGeoChat,"[40.730497, -74.002084]",0
gptgeochat-1620904735,ShutterStock-GPTGeoChat,"[41.38208143737302, 2.169619554854664]",0
gptgeochat-1799722168,ShutterStock-GPTGeoChat,"[33.95890591789121, -83.37435146933637]",0
gptgeochat-1837873024,ShutterStock-GPTGeoChat,"[53.340984937192815, -6.260644020055168]",0
gptgeochat-1908915871,ShutterStock-GPTGeoChat,"[14.556506749591499, -90.7353007274043]",0
gptgeochat-198333455,ShutterStock-GPTGeoChat,"[51.51031808775388, 0.03645170910893341]",0
gptgeochat-1997018249,ShutterStock-GPTGeoChat,"[42.700711989524, -74.92575542910903]",0
gptgeochat-202283887,ShutterStock-GPTGeoChat,"[40.71857951995781, -73.99758376852763]",0
gptgeochat-2160612375,ShutterStock-GPTGeoChat,"[38.11301297572817, 13.359350525425567]",0
gptgeochat-2160998447,ShutterStock-GPTGeoChat,"[10.425240061021467, -75.55213576919472]",0
gptgeochat-2162298511,ShutterStock-GPTGeoChat,"[-34.61902920479165, -58.37163942258764]",0
gptgeochat-2164303169,ShutterStock-GPTGeoChat,"[-23.56050889457745, -46.65369327093304]",0
gptgeochat-2212420057,ShutterStock-GPTGeoChat,"[40.75777379590682, -73.99856285262484]",0
gptgeochat-2275354297,ShutterStock-GPTGeoChat,"[47.05236855661074, 8.30513378808165]",0
gptgeochat-2313146545,ShutterStock-GPTGeoChat,"[48.20507171445583, 16.370923213628465]",0
gptgeochat-23700724,ShutterStock-GPTGeoChat,"[33.98509688938028, -118.47312851419184]",0
gptgeochat-2378186027,ShutterStock-GPTGeoChat,"[38.889822, -77.005708]",0
gptgeochat-2392301913,ShutterStock-GPTGeoChat,"[47.37707561097073, 8.539932677095324]",0
gptgeochat-248174974,ShutterStock-GPTGeoChat,"[50.93757132238835, 6.9601979456496945]",0
gptgeochat-274103396,ShutterStock-GPTGeoChat,"[29.42717201885424, -98.49270542147859]",0
gptgeochat-308869064,ShutterStock-GPTGeoChat,"[42.36351575797711, -71.05464839053168]",0
gptgeochat-311106650,ShutterStock-GPTGeoChat,"[40.750562563443644, -73.845139750536]",0
gptgeochat-3674663,ShutterStock-GPTGeoChat,"[42.357495002938784, -71.07264747725515]",0
gptgeochat-391058833,ShutterStock-GPTGeoChat,"[-31.955151634875797, 115.85871831009426]",0
gptgeochat-411421981,ShutterStock-GPTGeoChat,"[35.659617115495, 139.70126233871864]",0
gptgeochat-415659511,ShutterStock-GPTGeoChat,"[33.76528424867965, -84.3494404232044]",0
gptgeochat-435513232,ShutterStock-GPTGeoChat,"[50.05952186632875, 19.939178746061014]",0
gptgeochat-491622043,ShutterStock-GPTGeoChat,"[47.6028366357076, -122.33079829132426]",0
gptgeochat-515719687,ShutterStock-GPTGeoChat,"[40.686551312708666, -73.97921589950724]",0
gptgeochat-523201795,ShutterStock-GPTGeoChat,"[48.585604402665346, 7.75618813519961]",0
gptgeochat-630524756,ShutterStock-GPTGeoChat,"[40.77477593230998, -73.96856551948909]",0
gptgeochat-66072715,ShutterStock-GPTGeoChat,"[40.75212474514571, -73.98755437514235]",0
gptgeochat-703281619,ShutterStock-GPTGeoChat,"[43.27279310080613, 6.639743310346271]",0
gptgeochat-704665585,ShutterStock-GPTGeoChat,"[34.05039507997116, -118.23933266762296]",0
gptgeochat-79403914,ShutterStock-GPTGeoChat,"[51.541491663031344, -0.1465127243841857]",0
gptgeochat-99614963,ShutterStock-GPTGeoChat,"[53.340032523927086, -6.260536365395161]",0
yfcc-10177238854,Flickr-yfcc_openai_train,"[41.880736, -87.636262]",1
yfcc-10597323243,Flickr-yfcc_openai_train,"[35.369735, 24.473011]",1
yfcc-108375795,Flickr-yfcc_openai_train,"[53.871963, -2.403945]",1
yfcc-130376932,Flickr-yfcc_openai_train,"[53.736185, -2.960987]",1
yfcc-135880415,Flickr-yfcc_openai_train,"[29.984304, -90.081539]",1
yfcc-13961417365,Flickr-yfcc_openai_train,"[40.760688, -111.875825]",1
yfcc-15396757,Flickr-yfcc_openai_train,"[41.922692, -87.63471]",1
yfcc-187770948,Flickr-yfcc_openai_train,"[54.138255, -114.75048]",1
yfcc-196487837,Flickr-yfcc_openai_train,"[48.013432, -122.10057]",1
yfcc-1967887868,Flickr-yfcc_openai_train,"[51.489814, -0.06582099999999999]",1
yfcc-2239050,Flickr-yfcc_openai_train,"[42.567371, -88.552883]",1
yfcc-234340154,Flickr-yfcc_openai_train,"[34.138235, -118.35288]",1
yfcc-2363088817,Flickr-yfcc_openai_train,"[53.509693, -2.46849]",1
yfcc-2424962363,Flickr-yfcc_openai_train,"[52.338944, 9.351146]",1
yfcc-2439247248,Flickr-yfcc_openai_train,"[39.882308, 116.406317]",1
yfcc-2576116311,Flickr-yfcc_openai_train,"[35.682252, 139.744683]",1
yfcc-2605794078,Flickr-yfcc_openai_train,"[51.454471, -0.24806099999999998]",1
yfcc-2658810860,Flickr-yfcc_openai_train,"[43.205166, 140.998666]",1
yfcc-2818005209,Flickr-yfcc_openai_train,"[34.062952, -118.358057]",1
yfcc-2965508783,Flickr-yfcc_openai_train,"[-13.520561, -71.985683]",1
yfcc-3066894737,Flickr-yfcc_openai_train,"[47.611223, -122.336776]",1
yfcc-3081675111,Flickr-yfcc_openai_train,"[-37.560091, 143.8694]",1
yfcc-3274849583,Flickr-yfcc_openai_train,"[-6.918311, 107.672812]",1
yfcc-33048881,Flickr-yfcc_openai_train,"[45.433635, 12.334556]",1
yfcc-3362042288,Flickr-yfcc_openai_train,"[29.425824, -98.486734]",1
yfcc-3467612505,Flickr-yfcc_openai_train,"[12.9885, 77.581329]",1
yfcc-3543571759,Flickr-yfcc_openai_train,"[37.779166, -122.418667]",1
yfcc-3586868061,Flickr-yfcc_openai_train,"[54.971478, -1.596196]",1
yfcc-3600653700,Flickr-yfcc_openai_train,"[22.262915, 114.188632]",1
yfcc-3633832363,Flickr-yfcc_openai_train,"[35.473008, -86.049385]",1
yfcc-3779636024,Flickr-yfcc_openai_train,"[37.252057, -85.892486]",1
yfcc-3820459259,Flickr-yfcc_openai_train,"[51.9727, 10.1472]",1
yfcc-3877237363,Flickr-yfcc_openai_train,"[51.350811, -0.256891]",1
yfcc-4024990378,Flickr-yfcc_openai_train,"[33.08559, -117.268415]",1
yfcc-4088765415,Flickr-yfcc_openai_train,"[51.91548, 4.473071]",1
yfcc-4096197838,Flickr-yfcc_openai_train,"[37.954666, -91.776167]",1
yfcc-4156242204,Flickr-yfcc_openai_train,"[37.779393999999996, -122.41869]",1
yfcc-416529375,Flickr-yfcc_openai_train,"[50.078693, 14.467116]",1
yfcc-417678120,Flickr-yfcc_openai_train,"[55.933679, -3.113808]",1
yfcc-4190557835,Flickr-yfcc_openai_train,"[55.676595, 12.577629]",1
yfcc-4219751838,Flickr-yfcc_openai_train,"[22.339168, 114.204801]",1
yfcc-424195790,Flickr-yfcc_openai_train,"[50.113385, -122.956114]",1
yfcc-4268908667,Flickr-yfcc_openai_train,"[43.480008, -110.761837]",1
yfcc-4282790530,Flickr-yfcc_openai_train,"[41.78602, -87.601028]",1
yfcc-434470717,Flickr-yfcc_openai_train,"[40.761252, -73.977352]",1
yfcc-4384713696,Flickr-yfcc_openai_train,"[52.206002, 0.149152]",1
yfcc-443797756,Flickr-yfcc_openai_train,"[51.519452, -0.072956]",1
yfcc-4477529682,Flickr-yfcc_openai_train,"[47.620425, -122.349092]",1
yfcc-449421558,Flickr-yfcc_openai_train,"[-26.496155, 31.376094]",1
yfcc-4571896781,Flickr-yfcc_openai_train,"[12.969358, 77.585792]",1
yfcc-4591382473,Flickr-yfcc_openai_train,"[34.123102, -118.214457]",1
yfcc-461874321,Flickr-yfcc_openai_train,"[50.925436, -1.200428]",1
yfcc-4711748355,Flickr-yfcc_openai_train,"[56.154669, 10.206856]",1
yfcc-4800898,Flickr-yfcc_openai_train,"[53.750233, -2.500076]",1
yfcc-4866420892,Flickr-yfcc_openai_train,"[52.396186, 0.270409]",1
yfcc-5203357138,Flickr-yfcc_openai_train,"[41.879458, -87.700967]",1
yfcc-5406733363,Flickr-yfcc_openai_train,"[38.712555, -9.132476]",1
yfcc-5496847361,Flickr-yfcc_openai_train,"[26.239333, 50.5795]",1
yfcc-5561824770,Flickr-yfcc_openai_train,"[51.506338, -0.156571]",1
yfcc-5587417240,Flickr-yfcc_openai_train,"[39.06879, -108.564453]",1
yfcc-5736508722,Flickr-yfcc_openai_train,"[35.661663, 139.702631]",1
yfcc-5925103165,Flickr-yfcc_openai_train,"[59.325237, 18.069162]",1
yfcc-6096012842,Flickr-yfcc_openai_train,"[39.039215, -92.510713]",1
yfcc-614327030,Flickr-yfcc_openai_train,"[50.083175, 14.430263]",1
yfcc-6163452230,Flickr-yfcc_openai_train,"[27.480062, 89.699764]",1
yfcc-6182871234,Flickr-yfcc_openai_train,"[24.630682, -82.922379]",1
yfcc-6185914810,Flickr-yfcc_openai_train,"[51.526187, -0.058933]",1
yfcc-6207721406,Flickr-yfcc_openai_train,"[31.244507, 121.464843]",1
yfcc-62424418,Flickr-yfcc_openai_train,"[19.426033, -155.232557]",1
yfcc-6820713503,Flickr-yfcc_openai_train,"[38.901963, -77.033504]",1
yfcc-6874150535,Flickr-yfcc_openai_train,"[45.516602, -122.686294]",1
yfcc-7009652587,Flickr-yfcc_openai_train,"[38.887216, -77.014439]",1
yfcc-701664977,Flickr-yfcc_openai_train,"[37.603815, -122.495595]",1
yfcc-7083727967,Flickr-yfcc_openai_train,"[23.139097, -82.372398]",1
yfcc-7116772841,Flickr-yfcc_openai_train,"[51.464455, -0.6520659999999999]",1
yfcc-7179771831,Flickr-yfcc_openai_train,"[38.91272, -77.040692]",1
yfcc-7391261220,Flickr-yfcc_openai_train,"[41.312629, -89.01741]",1
yfcc-7487735678,Flickr-yfcc_openai_train,"[42.360492, -71.087262]",1
yfcc-7573995136,Flickr-yfcc_openai_train,"[52.258833, 12.929833]",1
yfcc-7590140652,Flickr-yfcc_openai_train,"[27.687632, 85.314502]",1
yfcc-7696053062,Flickr-yfcc_openai_train,"[34.88593, 137.90039]",1
yfcc-7712325794,Flickr-yfcc_openai_train,"[51.533509, -0.048773]",1
yfcc-8010095667,Flickr-yfcc_openai_train,"[40.768118, -73.981912]",1
yfcc-8031615992,Flickr-yfcc_openai_train,"[34.620166, -98.4565]",1
yfcc-8314526756,Flickr-yfcc_openai_train,"[38.890381, -77.036283]",1
yfcc-8385400242,Flickr-yfcc_openai_train,"[-32.04535, 115.817027]",1
yfcc-8411714338,Flickr-yfcc_openai_train,"[38.896677, -77.031916]",1
yfcc-8436487419,Flickr-yfcc_openai_train,"[38.889847, -77.014868]",1
yfcc-8538673150,Flickr-yfcc_openai_train,"[37.793166, -122.395167]",1
yfcc-8572723158,Flickr-yfcc_openai_train,"[37.796268, 14.107589]",1
yfcc-8596096619,Flickr-yfcc_openai_train,"[38.89061, -77.005974]",1
yfcc-8681842738,Flickr-yfcc_openai_train,"[32.202736, 35.270813]",1
yfcc-8716368962,Flickr-yfcc_openai_train,"[48.84754, 2.374827]",1
yfcc-9126278617,Flickr-yfcc_openai_train,"[44.978576, -93.175947]",1
yfcc-9131289770,Flickr-yfcc_openai_train,"[38.890481, -77.00621]",1
yfcc-9137170773,Flickr-yfcc_openai_train,"[44.980199, -93.173111]",1
yfcc-9533274888,Flickr-yfcc_openai_train,"[53.552317, 10.005455]",1
yfcc-9638544720,Flickr-yfcc_openai_train,"[40.018333, -105.278]",1
yfcc-96393465,Flickr-yfcc_openai_train,"[51.532668, -0.115356]",1
yfcc-97234203,Flickr-yfcc_openai_train,"[22.539512, 88.320121]",1
